id_estudiante,tipo_iden_est,edad,grupo_edad,genero,estrato,estrato_num,grupo_estrato,origen_geografico,departamento,lugar_expedicion
93,C.C.,26,26-30,M,3,3.0,MEDIO,BOGOTA D.E,BOGOTA,FUNZA
94,T.I.,22,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
95,C.C.,23,21-25,M,2,2.0,BAJO,DUITAMA,DUITAMA,BELÉN
96,C.C.,37,31+,M,SIN INFORMACIÓN,,,SOGAMOSO,SOGAMOSO,TUNJA
97,C.C.,35,31+,M,SIN INFORMACIÓN,,,TUNJA,TUNJA,TUNJA
98,C.C.,28,26-30,M,1,1.0,BAJO,SANTA ROSA DE VITERBO,SANTA,DUITAMA
99,C.C.,31,31+,F,1,1.0,BAJO,YOPAL,YOPAL,YOPAL
100,C.C.,26,26-30,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
101,C.C.,25,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,SAMACÁ
102,C.C.,26,26-30,M,1,1.0,BAJO,SIMIJACA,SIMIJACA,SIMIJACA
103,C.C.,24,21-25,M,2,2.0,BAJO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,CHIQUINQUIRÁ
104,C.C.,35,31+,M,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
105,C.C.,23,21-25,M,2,2.0,BAJO,DUITAMA,DUITAMA,PAIPA
106,C.C.,26,26-30,M,2,2.0,BAJO,BOGOTA D.E,BOGOTA,BOLÍVAR
107,C.C.,21,21-25,M,1,1.0,BAJO,DUITAMA,DUITAMA,DUITAMA
108,C.C.,22,21-25,M,2,2.0,BAJO,FLORIDABLANCA,FLORIDABLANCA,BOAVITA
109,C.C.,24,21-25,M,2,2.0,BAJO,ARCABUCO,ARCABUCO,ARCABUCO
110,C.C.,24,21-25,M,1,1.0,BAJO,TOCA,TOCA,TOCA
111,C.C.,23,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
112,C.C.,22,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
113,T.I.,21,21-25,F,1,1.0,BAJO,CHISCAS,CHISCAS,CHISCAS
114,T.I.,19,16-20,M,1,1.0,BAJO,TUNJA,TUNJA,CHIVATÁ
115,C.C.,27,26-30,M,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,BOGOTÁ D.C.
116,C.C.,23,21-25,M,2,2.0,BAJO,VILLAVICENCIO,VILLAVICENCIO,VILLAVICENCIO
117,C.C.,23,21-25,M,2,2.0,BAJO,PAUNA,PAUNA,PAUNA
118,C.C.,23,21-25,F,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
119,C.C.,25,21-25,M,1,1.0,BAJO,CHAPARRAL,CHAPARRAL,CHAPARRAL
120,C.C.,22,21-25,F,3,3.0,MEDIO,SOGAMOSO,SOGAMOSO,DUITAMA
121,C.C.,23,21-25,M,2,2.0,BAJO,DUITAMA,DUITAMA,TIBASOSA
122,C.C.,23,21-25,M,1,1.0,BAJO,MIRAFLORES,MIRAFLORES,TUNJA
123,C.C.,26,26-30,M,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
124,C.C.,31,31+,M,2,2.0,BAJO,BARANOA,BARANOA,PAZ DE ARIPORO
125,C.C.,24,21-25,F,3,3.0,MEDIO,SAN MARTÍN,SAN,VILLAVICENCIO
126,C.C.,25,21-25,M,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
127,C.C.,20,16-20,F,2,2.0,BAJO,CHOCONTÁ,CHOCONTÁ,CHOCONTÁ
128,C.C.,28,26-30,F,1,1.0,BAJO,PAIPA,PAIPA,PAIPA
129,C.C.,28,26-30,M,1,1.0,BAJO,AGUAZUL,AGUAZUL,AGUAZUL
130,C.C.,22,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
131,C.C.,27,26-30,F,3,3.0,MEDIO,BOGOTA D.E,BOGOTA,TURMEQUÉ
132,C.C.,23,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
133,C.C.,22,21-25,M,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,BOGOTÁ D.C.
134,C.C.,27,26-30,M,2,2.0,BAJO,TUNJA,TUNJA,SIACHOQUE
135,C.C.,24,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
136,C.C.,23,21-25,M,1,1.0,BAJO,DUITAMA,DUITAMA,TIBASOSA
137,C.C.,25,21-25,M,1,1.0,BAJO,SOGAMOSO,SOGAMOSO,DUITAMA
138,C.C.,24,21-25,M,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
139,T.I.,21,21-25,M,2,2.0,BAJO,BUSBANZÁ,BUSBANZÁ,BUSBANZÁ
140,T.I.,23,21-25,M,1,1.0,BAJO,TURMEQUÉ,TURMEQUÉ,NUEVO COLÓN
141,C.C.,22,21-25,M,2,2.0,BAJO,BOAVITA,BOAVITA,TUNJA
142,T.I.,21,21-25,M,2,2.0,BAJO,SÁCHICA,SÁCHICA,SÁCHICA
143,C.C.,26,26-30,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
144,C.C.,27,26-30,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
145,C.C.,22,21-25,M,2,2.0,BAJO,DUITAMA,DUITAMA,TIBASOSA
146,C.C.,25,21-25,M,1,1.0,BAJO,YOPAL,YOPAL,PAZ DE ARIPORO
147,C.C.,25,21-25,M,3,3.0,MEDIO,BARBOSA,BARBOSA,BARBOSA
148,C.C.,32,31+,M,3,3.0,MEDIO,BOGOTA D.E,BOGOTA,TUNJA
149,C.C.,28,26-30,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
150,T.I.,20,16-20,F,2,2.0,BAJO,CHITA,CHITA,TUTA
151,C.C.,24,21-25,M,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,SORACÁ
152,C.C.,25,21-25,M,1,1.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
153,C.C.,26,26-30,F,1,1.0,BAJO,DUITAMA,DUITAMA,TUNJA
154,T.I.,22,21-25,F,2,2.0,BAJO,LA BELLEZA,LA,LA BELLEZA
155,C.C.,23,21-25,F,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
156,C.C.,23,21-25,M,3,3.0,MEDIO,BOGOTA D.E,BOGOTA,RAMIRIQUÍ
157,C.C.,29,26-30,F,3,3.0,MEDIO,BOGOTÁ D.C.,BOGOTÁ,VILLAVICENCIO
158,T.I.,21,21-25,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,TUNJA
159,C.C.,28,26-30,M,3,3.0,MEDIO,PAIPA,PAIPA,PAIPA
160,C.C.,26,26-30,M,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
161,C.C.,28,26-30,M,2,2.0,BAJO,IBAGUÉ,IBAGUÉ,GRANADA
162,T.I.,20,16-20,M,3,3.0,MEDIO,TUNJA,TUNJA,TUNJA
163,C.C.,26,26-30,F,2,2.0,BAJO,PUENTE NACIONAL,PUENTE,PUENTE NACIONAL
164,C.C.,27,26-30,M,2,2.0,BAJO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,CHIQUINQUIRÁ
165,C.C.,28,26-30,M,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,BOGOTÁ D.C.
166,C.C.,23,21-25,M,1,1.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,SIMIJACA
167,C.C.,24,21-25,M,3,3.0,MEDIO,BOGOTÁ D.C.,BOGOTÁ,SUESCA
