periodo,nombre_facultad,nombre_programa,jornada,modalidad,nombre_sede,tipo_iden_est,fecha_nacimiento,genero,estrato,nombre_estado,origen_geografico,lugar_expedicion,edad,grupo_edad,periodo_año,periodo_semestre,estrato_num,grupo_estrato,institucion,tipo_desercion,es_desertor
PRIMER  SEMESTRE DE 2021,CIENCIAS,MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,C.C.,1977-06-21,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,BOGOTÁ D.C.,BOGOTÁ D.C.,46,31+,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS,MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,C.C.,2002-06-06,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,21,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS,MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,C.C.,2001-01-13,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,PURIFICACIÓN,TUNJA,22,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS,MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,C.C.,1997-10-31,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,PAZ DE ARIPORO,PAZ DE ARIPORO,26,26-30,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS,MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,T.I.,2001-09-19,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,ARAUCA,ARAUCA,22,21-25,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS,QUIMICA,DIURNA,PRESENCIAL,TUNJA,C.C.,1994-07-23,M,4,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,29,26-30,2021.0,1,4.0,MEDIO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS,QUIMICA,DIURNA,PRESENCIAL,TUNJA,C.C.,2001-08-12,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,MANÍ,BOGOTA D.E,22,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS,QUIMICA,DIURNA,PRESENCIAL,TUNJA,C.C.,2001-06-27,M,3,PERDIO CUPO A130/98 ART.80 LIT. E,VILLAVICENCIO,TUNJA,22,21-25,2021.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS,QUIMICA,DIURNA,PRESENCIAL,TUNJA,C.C.,2001-06-30,F,3,PERDIO CUPO A130/98 ART. 80 LIT. C,DUITAMA,SOGAMOSO,22,21-25,2021.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS,QUIMICA,DIURNA,PRESENCIAL,TUNJA,C.C.,2000-07-14,M,3,PERDIO CUPO A130/98 ART. 80 LIT. C,YOPAL,YOPAL,23,21-25,2021.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS,QUIMICA,DIURNA,PRESENCIAL,TUNJA,T.I.,2002-11-19,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,DUITAMA,DUITAMA,21,21-25,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS,QUIMICA,DIURNA,PRESENCIAL,TUNJA,C.C.,1996-05-31,M,1,PERDIO CUPO A130/98 ART.80 LIT. E,MEDINA,MEDINA,27,26-30,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,DIURNA,PRESENCIAL,TUNJA,C.C.,1997-06-12,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,RAMIRIQUÍ,RAMIRIQUÍ,26,26-30,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,DIURNA,PRESENCIAL,TUNJA,C.C.,2000-02-22,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,NATAGAIMA,TUNJA,23,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,DIURNA,PRESENCIAL,TUNJA,C.C.,1999-01-13,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,TIBASOSA,TUNJA,24,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,DIURNA,PRESENCIAL,TUNJA,C.C.,1997-06-06,M,1,PERDIO CUPO A130/98 ART.80 LIT. E,MADRID,MIRAFLORES,26,26-30,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,DIURNA,PRESENCIAL,TUNJA,C.C.,2000-05-31,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,QUÍPAMA,QUÍPAMA,23,21-25,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,DIURNA,PRESENCIAL,TUNJA,C.C.,2000-05-23,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SOGAMOSO,SOGAMOSO,23,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,DIURNA,PRESENCIAL,TUNJA,C.C.,1999-10-14,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,CHITARAQUE,TUNJA,24,21-25,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,DIURNA,PRESENCIAL,TUNJA,C.C.,2000-06-21,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,23,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,DIURNA,PRESENCIAL,TUNJA,C.C.,2001-03-09,F,3,PERDIO CUPO A130/98 ART. 80 LIT. B,BOGOTÁ D.C.,BOGOTÁ D.C.,22,21-25,2021.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,DIURNA,PRESENCIAL,TUNJA,T.I.,2002-10-06,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,FORTUL,FORTUL,21,21-25,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,DIURNA,PRESENCIAL,TUNJA,C.C.,2000-08-10,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,BOGOTÁ D.C.,BOGOTÁ D.C.,23,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,DIURNA,PRESENCIAL,TUNJA,C.C.,1997-09-22,M,3,PERDIO CUPO A130/98 ART. 80 LIT. B,LANDÁZURI,TUNJA,26,26-30,2021.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,DIURNA,PRESENCIAL,TUNJA,C.C.,1997-10-05,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,EL ESPINO,TUNJA,26,26-30,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,DIURNA,PRESENCIAL,TUNJA,C.C.,1997-08-18,M,3,PERDIO CUPO A130/98 ART. 80 LIT. C,BOGOTA D.E,FUNZA,26,26-30,2021.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,DIURNA,PRESENCIAL,TUNJA,T.I.,2001-07-21,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,22,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,DIURNA,PRESENCIAL,TUNJA,C.C.,2000-06-21,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,DUITAMA,BELÉN,23,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS AGROPECUARIAS,MAESTRIA EN DESARROLLO RURAL,OTRA,PRESENCIAL,TUNJA,C.C.,1986-08-31,M,SIN INFORMACIÓN,PERDIO CUPO A 052/2012  ART 15 LIT.A.,SOGAMOSO,TUNJA,37,31+,2021.0,1,,,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS AGROPECUARIAS,MAESTRIA EN CIENCIAS VETERINARIAS,OTRA,PRESENCIAL,TUNJA,C.C.,1988-03-27,M,SIN INFORMACIÓN,PERDIO CUPO A 052/2012  ART 15 LIT.B.,TUNJA,TUNJA,35,31+,2021.0,1,,,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN LENGUAS EXTRANJERAS,DIURNA,PRESENCIAL,TUNJA,C.C.,1995-05-16,M,1,PERDIO CUPO A130/98 ART.80 LIT. E,SANTA ROSA DE VITERBO,DUITAMA,28,26-30,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN LENGUAS EXTRANJERAS,DIURNA,PRESENCIAL,TUNJA,C.C.,1992-09-03,F,1,PERDIO CUPO A130/98 ART.80 LIT. E,YOPAL,YOPAL,31,31+,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN INFORMATICA Y TECNOLOGIA,NOCTURNA,PRESENCIAL,TUNJA,C.C.,1997-08-11,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,TUNJA,TUNJA,26,26-30,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN INFORMATICA Y TECNOLOGIA,NOCTURNA,PRESENCIAL,TUNJA,C.C.,1998-08-01,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,SAMACÁ,25,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN INFORMATICA Y TECNOLOGIA,NOCTURNA,PRESENCIAL,TUNJA,C.C.,1997-07-18,M,1,PERDIO CUPO A130/98 ART.80 LIT. E,SIMIJACA,SIMIJACA,26,26-30,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN INFORMATICA Y TECNOLOGIA,NOCTURNA,PRESENCIAL,TUNJA,C.C.,1999-01-14,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,CHIQUINQUIRÁ,CHIQUINQUIRÁ,24,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN INFORMATICA Y TECNOLOGIA,NOCTURNA,PRESENCIAL,TUNJA,C.C.,1988-11-16,M,1,PERDIO CUPO A130/98 ART. 80 LIT. D,TUNJA,TUNJA,35,31+,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN INFORMATICA Y TECNOLOGIA,NOCTURNA,PRESENCIAL,TUNJA,C.C.,2000-08-31,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,DUITAMA,PAIPA,23,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,C.C.,1997-03-24,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,BOGOTA D.E,BOLÍVAR,26,26-30,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,C.C.,2002-04-27,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,DUITAMA,DUITAMA,21,21-25,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,C.C.,2001-08-31,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,FLORIDABLANCA,BOAVITA,22,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,C.C.,1999-07-08,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,ARCABUCO,ARCABUCO,24,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,C.C.,1999-01-07,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,TOCA,TOCA,24,21-25,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,C.C.,2000-10-01,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,23,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,C.C.,2001-01-06,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,22,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,T.I.,2002-05-05,F,1,PERDIO CUPO A130/98 ART. 80 LIT. C,CHISCAS,CHISCAS,21,21-25,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,T.I.,2004-07-28,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,CHIVATÁ,19,16-20,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,C.C.,1996-03-18,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,BOGOTÁ D.C.,BOGOTÁ D.C.,27,26-30,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,C.C.,2000-08-25,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,VILLAVICENCIO,VILLAVICENCIO,23,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,C.C.,2000-03-05,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,PAUNA,PAUNA,23,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,C.C.,2000-05-26,F,1,PERDIO CUPO A130/98 ART.80 LIT. E,TUNJA,TUNJA,23,21-25,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,C.C.,1998-05-29,M,1,PERDIO CUPO A130/98 ART. 80 LIT. D,CHAPARRAL,CHAPARRAL,25,21-25,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,DIURNA,PRESENCIAL,TUNJA,C.C.,2001-02-14,F,3,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,DUITAMA,22,21-25,2021.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,DIURNA,PRESENCIAL,TUNJA,C.C.,2000-04-12,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,DUITAMA,TIBASOSA,23,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,DIURNA,PRESENCIAL,TUNJA,C.C.,2000-05-17,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,MIRAFLORES,TUNJA,23,21-25,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,DIURNA,PRESENCIAL,TUNJA,C.C.,1997-09-29,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,26,26-30,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,NOCTURNA,PRESENCIAL,TUNJA,C.C.,1992-07-30,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,BARANOA,PAZ DE ARIPORO,31,31+,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,NOCTURNA,PRESENCIAL,TUNJA,C.C.,1999-01-25,F,3,PERDIO CUPO A130/98 ART. 80 LIT. C,SAN MARTÍN,VILLAVICENCIO,24,21-25,2021.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,NOCTURNA,PRESENCIAL,TUNJA,C.C.,1998-02-06,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,25,21-25,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,NOCTURNA,PRESENCIAL,TUNJA,C.C.,2003-08-23,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,CHOCONTÁ,CHOCONTÁ,20,16-20,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,NOCTURNA,PRESENCIAL,TUNJA,C.C.,1995-05-07,F,1,PERDIO CUPO A130/98 ART. 80 LIT. C,PAIPA,PAIPA,28,26-30,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,NOCTURNA,PRESENCIAL,TUNJA,C.C.,1995-04-18,M,1,PERDIO CUPO A130/98 ART. 80 LIT. D,AGUAZUL,AGUAZUL,28,26-30,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,NOCTURNA,PRESENCIAL,TUNJA,C.C.,2001-11-03,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,22,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,NOCTURNA,PRESENCIAL,TUNJA,C.C.,1996-07-06,F,3,PERDIO CUPO A130/98 ART. 80 LIT. C,BOGOTA D.E,TURMEQUÉ,27,26-30,2021.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,NOCTURNA,PRESENCIAL,TUNJA,C.C.,2000-05-03,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,23,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,DIURNA,PRESENCIAL,TUNJA,C.C.,2001-07-06,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,BOGOTÁ D.C.,BOGOTÁ D.C.,22,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,DIURNA,PRESENCIAL,TUNJA,C.C.,1996-03-25,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,TUNJA,SIACHOQUE,27,26-30,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,DIURNA,PRESENCIAL,TUNJA,C.C.,1999-06-25,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,24,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,DIURNA,PRESENCIAL,TUNJA,C.C.,2000-05-20,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,DUITAMA,TIBASOSA,23,21-25,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,DIURNA,PRESENCIAL,TUNJA,C.C.,1998-03-23,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,DUITAMA,25,21-25,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,DIURNA,PRESENCIAL,TUNJA,C.C.,1999-11-22,M,1,PERDIO CUPO A130/98 ART.80 LIT. E,TUNJA,TUNJA,24,21-25,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,DIURNA,PRESENCIAL,TUNJA,T.I.,2002-11-20,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,BUSBANZÁ,BUSBANZÁ,21,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,DIURNA,PRESENCIAL,TUNJA,T.I.,2000-11-22,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,TURMEQUÉ,NUEVO COLÓN,23,21-25,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,DIURNA,PRESENCIAL,TUNJA,C.C.,2001-01-24,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,BOAVITA,TUNJA,22,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,DIURNA,PRESENCIAL,TUNJA,T.I.,2002-09-01,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SÁCHICA,SÁCHICA,21,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,DIURNA,PRESENCIAL,TUNJA,C.C.,1997-03-18,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,26,26-30,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,DIURNA,PRESENCIAL,TUNJA,C.C.,1996-07-02,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,27,26-30,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,DIURNA,PRESENCIAL,TUNJA,C.C.,2001-07-30,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,DUITAMA,TIBASOSA,22,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,DIURNA,PRESENCIAL,TUNJA,C.C.,1998-11-24,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,YOPAL,PAZ DE ARIPORO,25,21-25,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
